"id","abv","brewed_at_id","brewery_id","calories","description","ibu","img_url","mean_rating","name","num_ratings","overall_rating","retired","seasonal","beer_style_id","beer_style_rating","url"
165,7.5,,"8,447",225,"Our take on an American robust porter.  Dark, thick, chewy, chocolaty, and of course, generously hopped.

Vitals:
Color ?? Dark Chocolate
ABV ?? 7.5%
O.G. ?? 1.078
Malt ?? American 2-Row, Caramel 40L, Caramel 80L, Munich 10L, Chocolate, Roasted Wheat, Flaked Oats
Hops ?? Centennial, Columbus",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_187418.jpg",,Maine Beer King Titus,459,99,false,,42,100,/beer/maine-beer-king-titus/187418/
83,8.6,,"12,231",258,"Pumking is an ode to P??ca, a creature of Celtic folklore, who is both feared and respected by those who believe in it. P??ca is said to waylay travelers throughout the night, tossing them on its back, and providing them the ride of their lives, from which they return forever changed. Brewed in the spirit of All Hallows Eve, a time of the year when spirits can make contact with the physical world and when magic is most potent. Pour Pumking into a goblet and allow it's alluring spirit to overflow. As spicy aromas present themselves, let it's deep copper color entrance you as your journey into this mystical brew has just begun. As the first drops touch your tongue a magical spell will bewitch your taste buds making it difficult to escape the Pumking. 
2007 - Brown Label 7.9% ABV w/text & logo on bottlecap  
2008 - Brown Label 9.0% ABV w/text & logo on bottlecap  
2009 - Orange Label 9.0% ABV  w/text & logo on bottlecap  
2010 - Orange Label 9.0% ABV  w/logo only on bottlecap  
2011 - Orange wood grain background label 8.6% ABV and Southern Tier logotype in two lines.  
2012 - Same as 2011 label 8.6% ABV, silver/black/white bottlecap. 
2013 - Same as 2012 label and bottle cap 8.6% ABV, date stamp in green text. 
2014 - New label design w/orange/white/green, 8.6% ABV",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_77640.jpg",,Southern Tier Pumking,"1,924",97,false,Autumn,68,99,/beer/southern-tier-pumking/77640/
84,7.6,,"4,698",228,"Brewed at the Elysian on Capitol Hill. a perennial favorite, brewed with Great Western pale, Crisp 77?? Crystal, Munich, Cara-Vienne, roasted, chocolate and Special B malts with roasted pumpkin seeds in the mash.  Pumpkin in the mash, kettle and fermenter. Bittered with Magnum and finished with Saaz and crushed cinnamon.  
Previously 6.5%.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_65757.jpg",,Elysian Dark O?? The Moon Pumpkin Stout,319,97,false,Autumn,68,99,/beer/elysian-dark-o-the-moon-pumpkin-stout/65757/
85,9,,"5,924",270,"Our Bourbon Imperial Pumpkin (BIP) is our classic Screamin' Pumpkin Ale (brewed with cascade hops, allspice, ginger, nutmeg, cinnamon) but brewed stronger and aged in bourbon barrels for 6 months.  Results are a 9% ABV/15 IBU beer with rich oak-vanilla flavor with a oak barrel nose.  The blending with the spices, hops, and malt creates in our opinion the ultimate pumpkin beer.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_289954.jpg",3.81,Griffin Claw Bourbon Imperial Pumpkin (BIP),30,97,false,Autumn,68,99,/beer/griffin-claw-bourbon-imperial-pumpkin-bip/289954/
86,10.31,,"13,622",309,"Jacked is brewed with fresh pumpkin and fall spices and has been aging in Oak barrels for 6 months. The oak barrels add subtle nuances of toasted vanilla and bourbon notes. With an ABV of 10.31% (a play on the date of Halloween), Jacked is a big, unique pumpkin ale.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_146213.jpg",,Uinta Crooked Line Oak Jacked Imperial Pumpkin,322,97,false,Special,68,99,/beer/uinta-crooked-line-oak-jacked-imperial-pumpkin/146213/
87,8.5,,"3,524",255,"This high-gravity gob of gourd-y goodness incorporates pumpkin in the mashing process and then gets wicked with the spices including Ceylon Cinnamon, Jamaican allspice, Zanzibar cloves and nutmeg. Aged in Bourbon Barrels!",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_405033.jpg",3.8,Cigar City Good Gourd Almighty - Bourbon Barrel,31,96,false,Special,68,99,/beer/cigar-city-good-gourd-almighty--bourbon-barrel/405033/
89,13,,"11,422",390,"The base beer is Pumpkinator, our imperial pumpkin stout, which we aged in Appleton Estate 21-30 year rum barrels. 

Let this beer warm to at least 50??. Pours a dark brown black with a small tan head. Smells like a pumpkin pie that somebody snuck some rum into. Taste begins with sweet malt, chocolate and spices then comes a warming rum finish. Pumpkin creates a pleasant body to this beer which holds up to the onslaught of flavors. Oddly balanced with the hops creating a crisp finish leaving the mouth wanting more. As it warms, all of the flavors become rounder and fuller.

The warmer this beer gets the better it tastes. We recommend enjoying between 55??F and 65??F.",30,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_251019.jpg",3.79,Saint Arnold Bishop??s Barrel #6,31,97,false,Special,68,99,/beer/saint-arnold-bishops-barrel-6/251019/
90,7.3,,153,219,Pumpkin Ale is pumpkin pie in a bottle. Skip the pie after dinner and just have a couple of these! An American Amber Ale flavored with all those fall spices we love!,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_93243.jpg",,AleWerks Pumpkin Ale,136,96,false,Autumn,68,99,/beer/alewerks-pumpkin-ale/93243/
91,10,"4,144",397,300,"Rise and shine, over-sleepers. Breakfast has come and gone and it's time to get your brunch on with this stout-inspired golden ale. This hearty brew, with sweet flavors of coffee, vanilla, and chocolate, will awaken your tastebuds and make your late start a great start.",70,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_256283.jpg",3.78,Armadillo Ale Works Brunch Money,30,96,false,Special,68,99,/beer/armadillo-ale-works-brunch-money/256283/
92,5.9,,"7,193",177,"Ok, so the joke was that Jolly Pumpkin doesn't brew a pumpkin beer. Well, now we do. Just this one. Packed with real pumpkins, hints of spice, and a gentle kiss of cocoa to liven the soul. An everyday easy way to fill your squashy quotient. Guess now folks will have to find something else to joke about...",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_94686.jpg",,Jolly Pumpkin La Parcela No. 1 Pumpkin Ale,564,96,false,Autumn,68,99,/beer/jolly-pumpkin-la-parcela-no-1-pumpkin-ale/94686/
96,8.1,,"4,698",243,"Brewed at our original Capitol Hill location in Seattle. silver medalist at the 2007 Great American Beer Festival in the Fruit and Vegetable category, the world's first Imperial pumpkin ale.  Brewed with pale, Munich, Cara-Hell, Cara-Vienne, Cara-Munich and Crisp 45?? L Crystal malts.  Roasted pumpkin seeds in the mash, and extra pumpkin added in the mash, kettle and fermenter.  Spiced with cinnamon, nutmeg, cloves and allspice. Formerly at 9.5%.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_41322.jpg",,Elysian The Great Pumpkin Imperial Pumpkin Ale,281,96,false,Autumn,68,99,/beer/elysian-the-great-pumpkin-imperial-pumpkin-ale/41322/
97,8.5,,"3,223",255,"Generously spiced with nutmeg, cinnamon, ginger and cloves, this barrel-aged pumpkin spice ale overflows with dark fruit, dried fruit, and hints of bourbon. Perfect for settling in to watch a few leaves fall to the ground.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_291246.jpg",,Central Waters Headless Heron,72,95,false,Autumn,68,99,/beer/central-waters-headless-heron/291246/
100,8,,"11,428",240,"A full-bodied, deep reddish amber beer made with pumpkin and butternut squash and spiced with nutmeg, clove and cinnamon. Celebrate the bounty of harvest with this rich, malty ale and invoke the season of plenty.",16,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_63411.jpg",,Schlafly Pumpkin Ale,525,95,false,Autumn,68,99,/beer/schlafly-pumpkin-ale/63411/
"2,968",8.4,,"5,890",252,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_180500.jpg",3.23,Greenbush PHD,15,48,false,,89,98,/beer/greenbush-phd/180500/
113,10,,"4,609",300,"An early Eden ice cider aged for 7 years in one used French oak barrel.  Sweet, gently oxidized, it has beautifully integrated acidity (think Oloroso or fine Madeira)/  We bottled this last month after our distributors begged us to do it, and we served it at a dinner in NYC last month with various luminaries to great acclaim.  Only 600 bottles. Limit 2 per person, we're including one in this shipment.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_383715.jpg",4.23,Eden Cellar Series #2: The Falstaff,18,100,false,,40,94,/beer/eden-cellar-series-2-the-falstaff/383715/
116,10,,"4,609",300,"This single-varietal ice cider is being aged in a French oak barrel, imparting structure and delicate spice. Northern Spy is an antique variety of apple that was one of the three most popular in America at the end of the 19th century. It has a sweetly tart flavor that is superbly enhanced by the oak.

Brix after concentration:  35
Alcohol by volume: 10%
Residual sugar: 15%
Titratable acidity: 1.2%",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_119764.jpg",,Eden Northern Spy,61,99,false,,40,93,/beer/eden-northern-spy/119764/
117,10,,"4,609",300,"This is our flagship product, now in its fifth vintage.  We've changed the name from 'Calville' to Heirloom to reflect more clearly the heritage and complexity of the the blend.  In addition to MacIntosh and Empire, Russets provide full-bodied sweetness, Calville Blanc and Esopus Spitzenburg provide acidity and citrus notes for balance, and Ashmead's Kernel provides natural tannins for structure. Serve it with artisanal cheeses, game or dessert.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_245239.jpg",,Eden Heirloom Blend Ice Cider,85,99,false,Special,40,92,/beer/eden-heirloom-blend-ice-cider/245239/
123,9,,"4,609",270,"This smooth, rich ice cider is made 100% from apples grown by Brad Koehler of Windfall Orchard in Cornwall, Vermont. Brad grows over 80 heirloom varieties of apples on his small, 3-acre farm, and more than 30 of them find their way into this amazing ice cider. It tastes of fresh apple, pear and peach, and is full-bodied and well balanced . Perfect for serving with desserts and cheeses all year round.  Only 100 cases made.  

Brix after concentration:  34  
Alcohol by volume: 9%  
Residual sugar: 15%  
Titratable acidity: 1.3%",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_158256.jpg",4.05,Windfall Orchard Ice Cider,25,99,false,,40,88,/beer/windfall-orchard-ice-cider/158256/
133,10,,"4,609",300,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_294893.jpg",3.96,Eden Honeycrisp,34,99,false,,40,80,/beer/eden-honeycrisp/294893/
139,10,,"4,609",300,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_354217.jpg",4.05,Eden Heirloom Blend (Apple Brandy Barrels 2013),16,99,false,,40,75,/beer/eden-heirloom-blend-apple-brandy-barrels-2013/354217/
151,7.2,,"6,469",216,"Everett (1908-1939) was our grandfather's brother; Hill Farmstead Brewery rests upon the land that was once home to him and his 13 siblings.  In his honor, this Porter is crafted from American malted barley, English and German roasted malts, American hops, our ale yeast, and water from our well.  It is unfiltered and naturally carbonated.  Decadent in its depth, with a complex backbone of chocolate, coffee, and malty sweetness, this is the ale that I dream to have shared with Everett.

7.5% ALC/VOL
21?? P
Ingredients: Pale, Caramel, and Chocolate Malt, Roasted Barley, Columbus hops; Ale Yeast, and our Well Water.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_126305.jpg",,Hill Farmstead Everett,520,100,false,,42,100,/beer/hill-farmstead-everett/126305/
152,6.4,,"5,426",192,"Coffee Porter. Evoking a complete diner-style breakfast in a glass, Maple Bacon Coffee Porter is a complex beer with a multitude of flavors at play. It pours an opaque ebony brew with a frothy tan head. Aromas of sticky maple syrup, coffee, and cream creep forth from the glass. The mouth feel is luxuriously creamy, with layers of sweet malt, toffee, and roast giving way to waves of smoke, coffee, and salted chocolate. It finishes sticky, rich, and sweet, with the flavor of maple syrup lingering pleasantly on the tongue.",35,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_132397.jpg",,Funky Buddha Maple Bacon Coffee Porter,352,100,false,Special,42,100,/beer/funky-buddha-maple-bacon-coffee-porter/132397/
153,6.4,,"5,426",192,"Last Snow is a version of our porter that is near and dear to our hearts. With flavors of coconut, coffee, and white chocolate, Last Snow tastes like liquid indulgency in a glass. Chocolate covered coconut never tasted so good!",35,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_139108.jpg",,Funky Buddha Last Snow Porter,322,100,false,Special,42,100,/beer/funky-buddha-last-snow-porter/139108/
154,6.5,,"5,239",195,"Pours silky black with a creamy tan head. The nose is sweet with strong chocolate and caramel malt presence. No absence of hops gives Founders' robust porter the full flavor you deserve and expect. Cozy like velvet. It's a lover, not a fighter.",45,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_3173.jpg",,Founders Porter,"2,167",100,false,,42,100,/beer/founders-porter/3173/
155,6.8,,"11,512",204,Belgian-style porter with Verve Coffee and vanilla beans.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_180734.jpg",4.08,Sante Adairius Vanilla Joe,29,99,false,,42,100,/beer/sante-adairius-vanilla-joe/180734/
160,7.5,,"6,469",225,"A Winter Porter brewed with Coffee and Cinnamon...Aged on Vanilla Beans.  Our Holiday Ale is named after the last text written by one of our philosophical idols, Friedrich Nietzsche and his Twilight of the Idols/The Anti-Christ.
 
Second release: November 2015",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_132114.jpg",,Hill Farmstead Twilight of the Idols,296,99,false,Winter,42,100,/beer/hill-farmstead-twilight-of-the-idols/132114/
163,5.8,,"5,836",174,"Complex, roasty aroma with a bittersweet, chocolate-coffee taste and a bold hop presence.",37,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_1226.jpg",,Great Lakes Edmund Fitzgerald Porter,"1,807",99,false,,42,100,/beer/great-lakes-edmund-fitzgerald-porter/1226/
164,5.5,,"14,343",165,"A consistent award winner and truly unique taste experience brought you only by Willoughby Brewing Company. We start by brewing a robust porter and infusing it with locally roasted coffee and a special peanut butter and chocolate flavor. The result is a beer like no other you've had before. Some people say they taste more coffee than peanut butter, others say the opposite. Which is it you taste?",30,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_84497.jpg",,Willoughby Peanut Butter Cup Coffee Porter,103,99,false,Special,42,100,/beer/willoughby-peanut-butter-cup-coffee-porter/84497/
166,6.3,,"13,171",189,A blast from the past. A hoppy American Porter last brewed at 3 Floyds in 2004.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_34707.jpg",,Three Floyds Precious,50,99,false,Summer,42,100,/beer/three-floyds-precious/34707/
169,7.5,,"4,063",225,"Our Reserve Special Black Bier is a full bodied ale. Each batch is brewed with heavy roasted and chocolate malts to give this beer its unique flavors of coffee and chocolate. The color of this beer is black, and when pured into a glass it will have a deep brown head of foam.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_10326.jpg",,Dark Horse Reserve Special Black Ale,"1,219",99,false,,42,100,/beer/dark-horse-reserve-special-black-ale/10326/
